Unnamed: 0,statement,type
628,fun fact about pandoras box  emoji skull the derg depression chime is in there bc the project started as a vol 149 for legendsneverdie and if you have never heard of depression by derg wyd with your life,NEGATIVE
505,my anxiety and my depression fighting over who is day it is,NEGATIVE
594,bowling is my new hobby and i love it now def helps keeps my depression away,NEGATIVE
1460,lol you want to send the straight to the gulag do not you brain damage never go full goebbels,SARCASM
288,this night it was awesome i slept at 1 am i watched kyle xy and supernatural  so great ,POSITIVE
1125,thinking the same thing could not read about putting phone down without my phone,SARCASM
427,you should tweet more i mean zero updates is unacceptable unless you are drinking tea for two and eating tofu in a tutu,POSITIVE
1088,no iq concern either if you don t know what they are you re either naive or dirty,SARCASM
345,spending the day with my sister,POSITIVE
967,i am tired of my depression taking over me so easily will it ever stop,NEGATIVE
1325,hey hey hey the candidate should not be talking abt fact,SARCASM
1203,bush wa cheney s puppet crooked donald will b putin who would known we would call cheney one of the good guy,SARCASM
700,this is either adam and eve reversal or the fakeout pump between anger and depression,NEGATIVE
344,men are annoying,POSITIVE
1083,or op all political party sail in same boat armymen sat at jantarmantar so it happnd this time,SARCASM
526,kanye west loses 9m followers in a day for liking trump i lose 2 followers for not liking trump and i spiral into depression emoji face with tears of joy guess its all relative,NEGATIVE
35,booked my hair appointment,POSITIVE
1252,give every child a jar of jelly bean the one that horde them to themselves identify a conservative and they are not to be made fun of ok the one that share with others are liberal and they are fair game for teasing regardless of age,SARCASM
185,and sorry again for spamminghaving trouble mashing out multisyllabic words with my hate fingers,POSITIVE
16,no probs i sell nothing other than my blog i will have to get a listen to your band on itunes,POSITIVE
1240,where is the empirical evidence that they did even if you produce some there r ppl that will deny it m robert is a loony,SARCASM
1053,haha and some cry about triple talaq like they care woman what an,SARCASM
472,i am in the office and no speakers headphones but that is a great great track i have got both their albums at home,POSITIVE
900,day36 of 365daysofselfcare and i have bounced back a little from yesterdays feelings the stresscontrol course that am i am taking part in is fantastic learning to combat anxiety depression ocdiwishicoulddoiteverydaysomethingforme,NEGATIVE
1449,imagine having so little self awareness that you have trump 2020 advisory board in your profile but you call other people grifter,SARCASM
652,depression and anxiety and allergies and leaving work at 7pm twice in a row and still behind can someone send me a puppy or five maybe a basket of kittens,NEGATIVE
1375,so if this were actually avenger endgame you are all on the side that lost,SARCASM
23,yay a duck if i want anything watching me it would be a duck lol,POSITIVE
18,once again stayed up to late and have to start too early it is a good thing i like my job,POSITIVE
506,wow she is suddenly cured my depression and gave us world peace,NEGATIVE
304,on our way 2 the airport bye bitches,POSITIVE
1498,doe that mean all his descendant are bastard since they married in a church he set up oh the,SARCASM
650,blood test for anxiety and depression metoprolol anxiety dosage,NEGATIVE
733,my name is derick todd i came to mi from oh for college due to unfortunate circumstances mental struggles & depression i have faced many set backs i just want to finish school however the finances are not there if you can help please do so,NEGATIVE
731,about how you are not weak if you have depression anxiety or if you go to a therapist and that its a part of your great journey,NEGATIVE
305,longest sound check ever so long that i have time to type this on stage,POSITIVE
95,nothing like a good book and some spring cleaning,POSITIVE
90,thanks i have lived in florida since 1994 and i miss snow,POSITIVE
1017,i mean if i wa a muslim american i would feel perfectly safe under a trump presidency,SARCASM
600,lol i am so nervous and i 100 know that i am going to be rejected but just reading those words is going to give me some good old depression,NEGATIVE
661,i will not go that far but the depression lost again today,NEGATIVE
894,i can tell my depression is subsiding when i am able to catch up on watching bojack horseman again,NEGATIVE
325,peaceful and sunny,POSITIVE
493,right wll i am bored so i am going to busy myself with mindless crap back inabit,POSITIVE
1175,what utter drivel sturgeon ha the nerve to use the word democracy oh the,SARCASM
1138,you re right a black president in the you is a preposterous idea,SARCASM
379,not really hopefully arrive on the 3rd or 10th  paris on the 22nd for a week then back until august 20th,POSITIVE
140,serious business,POSITIVE
1305,truth monkey refuse to use his real name,SARCASM
1334,judging by your grammar your own english is very poor do not betrayed,SARCASM
1085,you should show them the spoof judge one from today that will make them laugh and would be a great additional discussion,SARCASM
1002,meanwhile trump will not even release his sat score and his wharton professor said he wa the dumbest student they have ever taught,SARCASM
141,you made na your twitter haha d upload a photo updateee,POSITIVE
657,some terms carry stigma and are taboo subjects and loneliness is one of them do not people realise that depression could be eradicated mostly if the reality of loneliness is dealt with squarely but health care insurance agencies do not want to hear the word you get labelled,NEGATIVE
482,leaving northpoints c3g mtg headed to crabapple middleout of the tornado shelter safely,POSITIVE
1328,it is funny because a fb page with fdr picture is reacting to internment camp threat,SARCASM
1142,many of these same folk are bullying third party candidate and their supporter right now,SARCASM
363,that would be my son without a doubt he is 12 years old and the air that i breathe &amp the love of my life,POSITIVE
375,thank you so how are you comfortable with your intelligence it was not rhetoric only,POSITIVE
833,exam tomorrow so i will go to school even though i am a bit sick physically aswell as i have my depression i will be off as fast as i am done with the exam so that is probably earlier than usually please wish me good luck tomorrow friends,NEGATIVE
597,the only thing that is there for me 24 7 is my depression,NEGATIVE
1005,he doe it excites him then he kill million,SARCASM
1016,last time i checked there s no y in science fiction,SARCASM
510,being pan having ghey friends leaning to the leftist side of politics being medicated for depression showin my face without makeupdo you all think it will do,NEGATIVE
184,good thing p &amp k have their day jobs,POSITIVE
1254,it wa also checked to eliminate the same synonym,SARCASM
1199,can not agree mor rohingya menace in jmu is sabotage 2 d ppl f jmu he is d mastermind f demographic invasion f jmu v d nationalist bt innocent ppl f jmu wr made 2 believe rejoice tht hez ist jmu cm he damaged jmu because mor than any 1 else,SARCASM
773,this has been the calmest month of my life in years no panic anxiety attacks in weeks no depression black holes making me wish i was dead definitely jinxing it now but the sun is warm and i am alive emoji sparkling heartemoji sun with faceemoji rainbowemoji tulipemoji sparkles,NEGATIVE
1283,say the person singlehandedly defending ben on every tweet,SARCASM
413,60 days 6 hrs 45 mins until our la flight,POSITIVE
1066,from fns child welfare to resource development the conservative response ha been see you in court cdn poli,SARCASM
1223,i am 49 and i have just asked working class people do they know poshpainter they said only via owen jones,SARCASM
580,i hate the bad days been a long time since i have felt this low depression borderlinepersonality mentalillness bipolar anxiety,NEGATIVE
1211,that sounded a bit creepy now i am panicking you think i might be a stalker mental health,SARCASM
984,lonely millennials twice as likely to experience depression or anxiety finds study mentalheath therapy mindfulness daisyretreat,NEGATIVE
1350,uff i am so releaved i thought we might have real problem so here we just need some more preventive policing and putting all left wing green antifa weirdo away that should do the trick and everything is back to normal right,SARCASM
59,haha maxxie beat whippet,POSITIVE
395,morning tweets devils won after ot their 2nd,POSITIVE
213,new osalto blog post   enjoy,POSITIVE
125,lmao i guess its only friday my bad,POSITIVE
1276,hey i really think not that because season 1 is the best thing ever so that he got something better to do,SARCASM
853,i really just want this depression to be over i want a night i do not cry myself to sleep anymore i just want to be happy i want it to be over,NEGATIVE
1042,rob decries fascism then silence all those that dare disagree w him,SARCASM
993,this is my album like everytime i am about to crash back into my depression here comes shawn with something up his sleeve i love him,NEGATIVE
943,ketamine nasal spray shows promise against depression suicide health,NEGATIVE
618,again i never claimed to have that was you i have met many happy content people who work with their depression hate is a decision so is happiness you are aggressively argumentative not a good look,NEGATIVE
801,hello depression my old friend kindly fuck off emoji kiss markemoji kiss mark,NEGATIVE
77,checking myspace while looking at bands from different states so i can add them as friends on myspace i love music,POSITIVE
1322,are you really that ignorant smh interesting too that you are calling the church a liar when in fact you support a wh guy who ha lied over 15000 time since setting foot in the wh talk about and idio cracy and a convoluted sense of no value,SARCASM
13,yes i remember that band it was awesome will you please reply,POSITIVE
259,&quot&quotai=blackish green&quot&quotiilkso&quot&quot is silk of blackish green colori hope you like it,POSITIVE
1345,but brum is handier for me than london can stay over with ukip dad,SARCASM
61,my doggy is so cute,POSITIVE
852,post video game depression,NEGATIVE
414,every muscle in my body is sore from weights which is greatbut i have some damn middle ear problem whinge whinge haha,POSITIVE
524,it is crazy how much better you feel and how much you can achieve when you get out of depression emoji person with folded hands,NEGATIVE
235,okay he just texted me saying that he would wake up me up lol if he does not i call you at 1pm your time thx karen,POSITIVE
658,beat my meat n then my depression,NEGATIVE
881,not even in college yet but i can already feel the stress level depression lack of sleep and more stress emoji slightly smiling face,NEGATIVE
903,serious question for my fellow depression sufferers what are some techniques you use to keep going when you are not on medication because i find myself sliding back down the slope and my progress being reversed,NEGATIVE
82,2 days of school left this week and i am beyond excited for saturday,POSITIVE
518,block them they are fake ppl so just cut them out,NEGATIVE
800,high income reduces depression risk for whites but not blacks by,NEGATIVE
107,am taking advantage of the sunshine and am going to take the dog on the beach for a walkno work for 12 daysyipeeeee,POSITIVE
546,if the wizards and cavs lose i will spiral down into a crippling depression,NEGATIVE
1198,of course if suggestion wa ironic i will only follow ironically,SARCASM
674,it is depression nap of the clock ,NEGATIVE
511,when you are fine and a bit more productive in school than you are at home why does a burnout and occasional depression get you before the end of semester,NEGATIVE
951,how to deal with losing friends when you have depression,NEGATIVE
1022,the craziest thing about his tweet is he is calling someone else out for being racist,SARCASM
333,its my birthday,POSITIVE
545,depression is being lonely in a room full of peopledepression is being constantly tired but never able to sleepdepression is smiling to hide the pain insidedepression is when the soul dies but the body keeps on goingdepression is forgetting who you used to be,NEGATIVE
1307,i have spent a few day in the uk and let me tell you i am lucky i survived you can not walk anywhere without getting splashed with hot tea hit with a footie ball or trampled by a knight on horseback so many peril,SARCASM
896,that is so twisted i hated camhs too they said i just had mild depression and ignored an early diagnosis of bpd xx,NEGATIVE
1234,uh oh wa too un pc for you do you need a pro safe space to protect your feeling,SARCASM
1396,no educated loving woman could possibly be conservative and certainly not have voted for trump,SARCASM
250,i love you too,POSITIVE
899,a selfie a day keeps the depression away,NEGATIVE
378,what happened to the celtics i am glad i am an la girl utahs going down,POSITIVE
577,but i can not wait for that depression tends to creep back when i wait and have too much time on my hands,NEGATIVE
392,hahaha yeaaa that is a good onenotebook too,POSITIVE
249,oooh cool cool thank you very much for that information,POSITIVE
810,depression ist not just being saddepression ist not just being saddepression ist not just being saddepression ist not just being saddepression ist not just being saddepression ist not just being saddepression ist not just being saddepression ist not just being saddepress ,NEGATIVE
727,beta complex is project stargate lol here is your own little place to enjoy yourself samuel alan tate samael zone lol ^^ human imagination come true make sure it is good pride shame ego depression the gas man is a harbinger of peace,NEGATIVE
467,i remember that award from when i was in elementary at bear creek it is so nice that our schools recognize all hard work,POSITIVE
178,back to work for me twitt yall laterz,POSITIVE
783,ya girl stayed home from school today because of my anxiety and depression and avoided a trigger,NEGATIVE
252,got it you must be rechargeable,POSITIVE
81,it could not have come at a better time,POSITIVE
1461,lmao you should ask him what he is doing there probably skiving,SARCASM
32,ok guys   we have officially launched new languages swedish and russian   really fun if you ask me wwwsurveypiratecom,POSITIVE
310,its my birthday finally 19 woohooooo,POSITIVE
502,depression is something i do not speak about even going through it because it is also such a double edged sword i love every race even if white people had done so much i can not hate them all my grandma is legit white how tf can i hate i do dislike people though,NEGATIVE
550,when i worked in in patient psychiatry i certainly noticed bias in over diagnosing schizophrenia and under diagnosing depression & bipolar disorder in african americans relative to white americans,NEGATIVE
1217,you will not defend your because but you will criticize other woman who are brave enough to stand for what they believe,SARCASM
659,fuck netflix and chill depression and chill is the shit,NEGATIVE
1301,but for any man who step over the patriarchical beauty ideal thrust upon men by the beauty industry that apart from just a bigger layer of fat these obese woman are just a high quality a top tier woman,SARCASM
127,time for a shower and french toast no not together,POSITIVE
1342,so their leak make them patriot cool so now by default wikileaks is the paradigm of patriotism,SARCASM
1477,you sit behind your pc slating others and then produce tripe yourself,SARCASM
10,good morning everybody,POSITIVE
1024,sound good to me i mean that is the same standard they you when shooting black kid in america why so why not use if when assassinating foreign leader,SARCASM
406,just updated my profileits hard to fit it all into 140 chars twitter malta,POSITIVE
94, i wish school was like those revision sessions classes of 1positive in non uniform able to have a laugh and learn at the same time,POSITIVE
581,cat soup a cohesive film about death and how people accept or refuse it it was difficult to understand but was a kick in the gut this was created by a depressed person with creative aspirations major depression is amplified in those who tend to ruminate on their thoughts pictwittercom f4qde3lvs4,NEGATIVE
463,new to twitter world thinking ob how to best use it,POSITIVE
75,is handmade goodness at the moment xxx,POSITIVE
565,goingemoji airplaneearly depression hours,NEGATIVE
387,aww aaron nice to hear from you too and no i do not see what they are all saying i need to edit it down a bit,POSITIVE
1241,she forgets how trumble hung off packer coat tail,SARCASM
70,yes mam there is nothing like starting the day with a good song and a few dance moves,POSITIVE
148,just got out of the showerrr myspacing,POSITIVE
1330,aw cheer yes i am way more humble than all those other bastard,SARCASM
1410,oh the irony that mercury containing flu vac is pushed by mercury news cdc whistleblower vax xed,SARCASM
351,in other words i may just want one for myself when you finish them,POSITIVE
263,i was in 2l till 3am waiting for you kekekeke jk,POSITIVE
817,i am sorry but if you really think you fixed a chemical imbalance in your brain without medication you are flat out wrong you can lose weight but ya can not lose depression sorry,NEGATIVE
1372,gee and all under the leadership of the deceitful secretive machiavellian i wish he wa back,SARCASM
1312,why did not you express this view 2 obama 8yrs ago when he still disagreed w gay marriage,SARCASM
280,i can not waight till the new albam is out you guys saved my life you rock,POSITIVE
89,yep but we fought back well think it will turn out to be the decisive moment in winning the league again though,POSITIVE
953,we need to educate cis people who are going into a field like that about the topic in depth to make sure they can support their patients best my psychologist is not depressed   does not mean she does not know how to help my depression,NEGATIVE
17,&quotnokla connecting people&quot   ,POSITIVE
1284,remainers were even more clear about what leave meant,SARCASM
626,memes crippling depression ok memes,NEGATIVE
208,watching ncis is it the grey hair that makes mark harmon so attractive i think so,POSITIVE
106,is it friday yet how are you baby tweepletuesday followfriday,POSITIVE
1229,saddam wa more evil more powerful and more dangerous removing him with any kind of strategy must be beneficial to america and saving american life,SARCASM
384,if you see my car behaving strange in traffic do not worry it is just driving it,POSITIVE
538,online cognitive behavioral therapy for anxiety and depression mindfulness therapy via skype most people see big improvements within 3 4 weeks contact me to learn more and to schedule a skype therapy session,NEGATIVE
680,but seriously one day at a time 2017 is truly lovely and has an amazing episode on depression & anxiety that everyone should watch,NEGATIVE
615,mysuperpower would be anti depression,NEGATIVE
221,yes nyc has it is own way of love hating you,POSITIVE
1012,i love how the stupid party frequently accuses liberal of being tards,SARCASM
669,depression lives inside you it never leaves you,NEGATIVE
609,just took the biggest depression nap of my life,NEGATIVE
616,good luck depression is real but not being stuck inside your head and rather paying attention to the outer helps tremendously emoji face savouring delicious foodemoji umbrellahave been there good luck stay busy and stay happyemoji four leaf clover,NEGATIVE
1355,and the award for i do not get go to,SARCASM
1409,someone is new to lol i have been watching the monkey in chief 8 yr he is shown me all i need know,SARCASM
1432,imagine when we actually get some talent what he can do,SARCASM
1136,it is interesting that the same white voter in florida ohio and pennsylvania that voted for obama also voted for trump,SARCASM
1390,taken too much time pointing out in the play and should focus on of trump asking for civility,SARCASM
1358,and while they are at it teacher should also split themselves in two so they can monitor and provide support to both group at the same time or you know support our school give them the money they need to hire teacher and increase infrastructure able g,SARCASM
1456,yep we just make it up to scare everyone it is got nothing to do with looking at model data for literally hour you caught you nl wx,SARCASM
1282,so he refers to her a angry c nty and stupid while simultaneously accusing others of being hate filled,SARCASM
460,good luck with the uk release of yer album today i got it love you,POSITIVE
383,i loved that movie zac is awesomeee,POSITIVE
1189,they are oblivious they could not possibly have stoked these flame,SARCASM
776,i am not afraid to admit i have depression and anxiety i never let it get the entire best of me or destroy me i let it be known so people can understand where i am at and where the need to be i am stronger than that,NEGATIVE
1060,man that is causing harm to people he is never met even in his own country,SARCASM
1425,yeah east tennessee high school football suck they never win championship in that grand division of the state,SARCASM
214,blasting the across the universe soundtrack,POSITIVE
63,wildstarb   happy rezday captain   and that was quite a party,POSITIVE
188,oopssss i forgot to put ypur link at the beginning it was to you haha in case you did not realise hope you are feeling better,POSITIVE
761,do you feel any like postpartum depression,NEGATIVE
1025,not enough dnt blame me blame electoral college libs going to cry that it is rigged table have turned,SARCASM
159,hi love sounds like you had a busy day hope all went well,POSITIVE
532,syo kurusu is who is curring my depression day by day his energetic smile is what lights my dark soul i am very blessed to have him in my life thank you that is all,NEGATIVE
561,grass greensun shininglowest test score droppeddepression cured,NEGATIVE
1032,broken system can not do much about it suck that we pay tax for this can not even refuse because then we will go to jail,SARCASM
1239,you re right corruption started in january of 2017 my bad,SARCASM
1416,it really doe not that is why using is a great resource so people will not mistake you for being a d bag,SARCASM
224,skyping is such endless fun,POSITIVE
821,around 2020 depression can be the second largest reason of people dying in the whole damn world this so heartbreaking and people still think depression is nothing serious and keep quiet about that,NEGATIVE
1048,i am sure he will tell you when it time to sell,SARCASM
948,it helps with my anxiety & depression as well a friend recommended cbd for those reasons but i have not tried it yet emoji heavy red heart it keeps me sane lol,NEGATIVE
1495,funny how you have built an entire business and name for yourself by slandering god without god you would be nothing,SARCASM
1277,i forgot the cake and now i am in the dog house,SARCASM
706,do not settle with depression anxiety or defeat jesus wants you to overcome faith prayer bible kalamazoo,NEGATIVE
368,i want to write some reviews of films &amp music releases so i go &amp leave this place not for a long time of course,POSITIVE
144,i was tempted this morning i randomly woke up at 530 but i had just fallen asleep after 2 my sanity is more important,POSITIVE
509,agreed emoji clapping hands signemoji clapping hands signemoji clapping hands signas someone with long experience of clinical depression i would like to add thisf course she fuckingwell yells and hits her head on the wall and says she wants to dienobody can live forever without hopeshe will not get better while kept indefinitely on nauru,NEGATIVE
1316,you jump in to a convo to police other people opinion about tv,SARCASM
1222,this is one of those tweet that did not come across a intended is not it where you needed the,SARCASM
401,i buy the cheapest good thing that is why i got a mac mini,POSITIVE
721,i am entering a post infinity war depression bye,NEGATIVE
904,saythat 316 is up we talk about struggling to pray gods promises that things will get better and doing daily tasks while dealing with depression and anxiety pictwittercom r20ajg01mf,NEGATIVE
598,extreme sadness lack of energy hopelessness irritability trouble concentrating feelings of guilt = symptoms of major depression,NEGATIVE
1434,were not centrelink staff on strike last week because the gov refuse to give staff a payrise,SARCASM
1437,i remember reading this piece leo one note performance fetched him an oscar,SARCASM
645,*talking about me*anxiety he is overdepression never started,NEGATIVE
707,i was only thin when very stressed and depression when got divorced,NEGATIVE
136,shopped queen st in the sun yesterday likely the last time for a while i need to find the sf equivalent of that experience,POSITIVE
844,depression and mental illness make us think wider feel deeper and love harder it is who we are all the creativeexpressivebrilliant people in world history have some form of mental illness it is because we see and feel more than the average person emoji heavy red heartemoji heavy red heartemoji heavy red heartnormalisboring,NEGATIVE
1207,of course they do not they collected 1g a seat from their diverse viewer the elite,SARCASM
936,thanks for sharing garon fellow anxiety depression and effexor pal over here you are awesome and it is huge step you deserve to be content and fulfilled and loved by yourself and others,NEGATIVE
369,i thought imogen heap was a dude the first time i heard her she sings low on that first album,POSITIVE
537,shane responded to my lame mothman pun and any depression i had has been cured,NEGATIVE
963,to do stuff like that just to get attention like seriously grow up you do not joke about  suicide  race abuse bullying  disabilities  depression  rape self harm,NEGATIVE
33,the lady who bought the bracelet pictured as my twitter page background is still wearing it a week later    has not taken it off likes it,POSITIVE
1041,gee give them a break they ve never had to defend australia before a you pol,SARCASM
1195,exactly cuban are being targeted while islamist are building mosque unlimited under obama,SARCASM
901,goob was truly the only character that has ever come closer to deadpool in the comics to showing true depression,NEGATIVE
1337,the speech wa about giving up access to yr biggest market which tm say is good for uk bad for scotland,SARCASM
656,magnesium can decrease depression symptoms abeautyhealthy,NEGATIVE
1483,that is the same reason that i do not like those apps autonomously posting about me,SARCASM
8,nite twitterville workout in the am  ciao,POSITIVE
1244,for that you would get serious jail time,SARCASM
1418,wow he is really good we should all listen to him,SARCASM
710,chris never holds that incident against anyone but himself even though he was sexually assaulted and assaulted why because he believes no man should ever lay a hand on a women and him doing that actually helped because his depression and thoughts of suicide,NEGATIVE
151,lmao i love me a good comedy,POSITIVE
517,how to heal anxiety depression and fibromyalgia naturally via,NEGATIVE
486,take care then,POSITIVE
1183,we do not spare kid of religion caste violence bollywood sex etc why spare them politics let you go all the way because most people do not get it,SARCASM
1023,to answer your rather stupid question no i do not enjoy harassing woman at all,SARCASM
50,eclipse is awesome it is better than new moon,POSITIVE
983,i am so annoyed with myself because i know i am falling into this huge depression and i can not do anything about it i just feel that i am falling and soon i am going to hit depression,NEGATIVE
211,nothing,POSITIVE
762,nice delays depression guideline labelled not fit for purpose by gp expert group,NEGATIVE
583,uncle tupelo no depression demos rsd 2018 record store day vinyl pictwittercom oz6nlwok4x,NEGATIVE
1159,you seriously believe that thousand of ppl are concerned about this because of low iq consider your own,SARCASM
270,yet it is you i see wasting the dream that only i deserve i will tear off your face to see your smile &lt3,POSITIVE
687,some lassies r the reason sm folk have depression anxiety n insecuritys it is actual vileemoji face vomiting,NEGATIVE
735,i have a mental health illness called depression it basically means i am sad a lot and it is hard to get better,NEGATIVE
719,depression and anxietythem shits are bitches,NEGATIVE
772,when my depression strikesit hits me like a fucking freight train making sure nothing is left standing,NEGATIVE
1232,you say he is a simpleton yet your grammar suggests you are a bigger simpleton salty,SARCASM
431,hehe ermso this google thingits pretty cool  so so is that going to be the next cover,POSITIVE
643,i spotted this spiral when it was praised & called creativity and depression give me old ye any day,NEGATIVE
637,need a good web series check out giants on youtube channel issa rae presentsit hits so many topics anxiety sexuality depression post grad life spirituality friendships intimate relationship and more from a black perspective you will not be disappointed giants,NEGATIVE
1497,yes because it is totally your responsibility to validate angry pissbabies and their feeling of overcompensation and mansplaining there is no way that they are responsible for their own feeling and doing the research before thinking that random people need their help,SARCASM
265,is about to build a website,POSITIVE
848,i hide my depression with my succession,NEGATIVE
1080,yeah that doesn t fit their hate driven narrative and so busy provoking the inclusive loving non bigoted libs are such little busy body of contradiction preaching acceptance but only of those who think believe and behave a them narcissist,SARCASM
1149,i find it hilarious that you are boycotting something you were never going to watch,SARCASM
244,janine whoa dude hahah you really put the things i sent you sa fb ahhahagee tnx janine,POSITIVE
317,my updated myspace accout love my playlist &gt,POSITIVE
671,okay but no one is trying to tell anyone about anything depression is a mental illness he has told us from his mouth he is depressed therefore he suffers from a mental illness i think you reading too deep into the initial tweets or something,NEGATIVE
1403,why shearer got his goal ruled out at the world cup if we played by the rule he may not have led elbow 1st,SARCASM
1388,oh tom with all due and more importantly earned respect,SARCASM
895,depression sibling abuse survivor recovery is possible pictwittercom g2l5l2utjc,NEGATIVE
775,moms depression tied to kids emotional intellectual development,NEGATIVE
501,i just told my parents about my depression and it is so hard to get gen x people to understand that this is not something that i can control all the time or just cure with a walk or by keeping my mind busy,NEGATIVE
226,thanks for following me back,POSITIVE
201,when you guys come to washington state you should totally crush that tacoma mall please lol,POSITIVE
370,ahhah i know i want her to follow me toooo,POSITIVE
1030,alert yeah but doe not count cuz great pr msm did not report right dnc leak,SARCASM
1486,because wwe and vince care about the health of their star,SARCASM
535,my depression over,NEGATIVE
1147,wait there is an election what election have not heard anything about an election lem me that,SARCASM
503,made myself a tortilla filled with pb&j my depression is cured olivia1 depression0,NEGATIVE
804,i really do not understand why so many respond to people being depressed by demanding they justify their own depression or worse proclaiming they somehow are not entitled to feel sorrow because they are not designated as disenfranchised a lack of understanding psychology,NEGATIVE
990,exercising regularly cuts risk of depression by 16 study suggests   sky news,NEGATIVE
316,if you will not miss a star trek movie then you are a trekkie just not a cross dressing conference going type lmbo,POSITIVE
96,thanks appreciate your feedback,POSITIVE
113,i am happy you and mandy had a safe trip i have never been to va beach enjoy,POSITIVE
964,i left facebook november 2017 and took a long break because of my mental health was my top priority i was diagnosed with suicidal depression 12 years ago because of what happened to me,NEGATIVE
1049,wait i am confused did president trump shoot down the jet or did iran,SARCASM
520,depression ps4share pictwittercom qyyb3okbti,NEGATIVE
749,your future place is jahannam if you make fun of someone is depression for just fucking stupid fanwar,NEGATIVE
877,depression anxiety is being in a constant state of remembering that embarrassing thing you did five years ago,NEGATIVE
449,why do not you pop and see me while your in england perfect opportunity to talk business i think,POSITIVE
228,just joined up can not sleep mon tue trackday at njmp on the cbr600rr thunderbolt,POSITIVE
1280,yeah obviously i had to cushion my laudatory oasis take in not one but two your da joke,SARCASM
408,not supposed to but going to drink an twitter anywho,POSITIVE
357,can not wait til you come to halifax july 25 baby got my ticket,POSITIVE
972,bayern missing chances = real winningreal winning = ronaldo fanboys come out in droves ronaldo fanboys come out in droves = depression therefore bayern missing chances = depression,NEGATIVE
326,is going spend sunday with my family,POSITIVE
1417,do you know the history bout how america started or doe applying for citizenship only count after white colonization,SARCASM
860,in an interesting study on headaches more frequent migraines were experienced by participants with symptoms of anxiety and depression for more information and to schedule an appointment call 707 623 9803 pictwittercom jdvtdmc7fp,NEGATIVE
19,i just read about your new job congratulations that is fantastic,POSITIVE
974,well that is subjective to how much depression one is suffering from what exactly is strain they are puffing body weight hydration level and what their individual tolerance level is,NEGATIVE
633,a real psychologist just said excersise and eating habits will cure depression lmao honey i wish it was that easy,NEGATIVE
653,can negative energy from a paranormal investigation lead to depression pictwittercom xytbnutdc4,NEGATIVE
480, mornin pursebuzz coffee,POSITIVE
269,stared stupidly in front of my dad haha he looks like einstein,POSITIVE
1121,that is exactly what i think too esp this 1 person who is known for being a big trend hopper,SARCASM
79,your nose is clogged use a plunger then,POSITIVE
880,meditation can contribute to your overall well being by decreasing stress anxiety & even depression & in turn increasing positive emotions join our 30 day meditation challenge to see for yourself bonus receive free meditation instruction during may pictwittercom jkf4qga4hw,NEGATIVE
1107,oh no i just told client there s a good chance of 90 return in stock over th next year no guarantee,SARCASM
795,check out 2007 handwritten personal used diary journal sex love depression mental i momlife gymlife lifegoals life,NEGATIVE
979,how to live with depression and enjoy your life  ,NEGATIVE
220,i was at the show last night amazing so glad i was able to go,POSITIVE
1299,yeah i probably should have included in previous tweet,SARCASM
639,my face is breaking out i can feel my depression creeping i want to die,NEGATIVE
610,read the second part of my tweet and there are phd trained psychologists saying exactly the same things i am saying lol the old model of depression has very low rates of actually curing people & keeps people trapped in victim mentality for life new discoveries are behind made,NEGATIVE
1260,there is not any he know that that wa the point check out a man life b4 assuming you know him ffs,SARCASM
1447,i guess i could have said it wa part of my since the rest of my sentence wa grammatically incorrect but oops,SARCASM
434,the sun is shining,POSITIVE
347,hope everyone is having a swell day,POSITIVE
98,hi mileeey my friend and i can not wait to your come to spain we are so excited we love all of your songs all are great,POSITIVE
548,my depression decided to rear it is ugly head sadly because of a spark of jealousy and i hate being jealous so my day kind of tanked and my week has been plunged into the depths,NEGATIVE
73,as in someone would figure out how to access the mp3s without actually paying for them,POSITIVE
1314,he did not use the word massacre but because his statement wa a fake news a bowling green it wa added because,SARCASM
1430,like having to withdraw from a disability course because you have too much to prepare for employment tribunal,SARCASM
239,happy birthday take plenty of pics video so you will remember what you did later on,POSITIVE
3,need to send  them to my accountant tomorrow oddly i was not even referring to my taxes those are supporting evidence though,POSITIVE
1256,i like to leave fragment lying about for others to find and identify,SARCASM
829,idk why i just paid 10 for a bowl of beans and tempeh and pickled onions but depression makes you do shit,NEGATIVE
1423,say an man with no interest in politics until his 70 a you pol,SARCASM
318,i am already bouncing back no meltdown just catching my breath,POSITIVE
1399,the new administration seems to be all about,SARCASM
367,i loveee my sb,POSITIVE
197,hey there,POSITIVE
1293,no we must only think one way anyone who disagrees with me is worse than pond scum and should be launched into the sun,SARCASM
1285,a a 100 brexiteer i have been won over with your eloquent and sophisticated campaign,SARCASM
784,i have depression and i am gay,NEGATIVE
935,world matters torontostrong stolengirls equality ptsd abuse depression timesup thewaramps mentalhealth suicide stigma homeless survivor just4today redfriday ig2018 loveislove abilities access4all climatechange mmiwg bully boysmattertoo beccatoldmeto pictwittercom z30r41uh5o,NEGATIVE
701,i have been a victim of sexual assaultive almost witnessed my parents murderi can not go to bed without my medication sleeping pills and depression pillsi can not stay in a room alone even in daylight my point is i manage to be this happy because i pray about everythingemoji tired faceemoji person with folded hands pictwittercom wsksnw0gho,NEGATIVE
529,feel so empty worthless failure hopeless unwanted a joke fuck up embarrassment depression borderlinepersonality mentalillness bipolar anxiety,NEGATIVE
885,guess who is backits depression yaaay,NEGATIVE
976,there is depression and then there is eating half a block of cheese as a snack depression,NEGATIVE
