,tweet_id,type,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,statement,tweet_coord,tweet_created,tweet_location,user_timezone
3130,568788152955092992,negative,United,,dnr_pr,,0,so funny that my boarding pas said priority a because clearly i am not a priority to this airline,,2015-02-20 07:03:57 -0800,NYC,Eastern Time (US & Canada)
3131,568828064152424448,negative,United,,hplager,,0,boarded on time deplaned and now minute delay no transparency during can not wait to give up my gold status for aa,"[37.6202411, -122.3883092]",2015-02-20 09:42:33 -0800,Bay Area,Quito
3132,569948966873370625,neutral,Virgin America,,jamied7,,0,hi i just booked a flight but need to add baggage how can i do this,,2015-02-23 11:56:37 -0800,"London, England",London
3133,569528351364292608,negative,Delta,,calvinsavanna,,0,after applying my new tag she left my bag on the ground rather than loading on the conveyer belti had to walk back yard,,2015-02-22 08:05:14 -0800,"Naples, FL, Boston, MA",
3134,569998019694866432,negative,Delta,,KvnLawrence11,,0,our fleet on fleek http tco imrhivyr plz stop,,2015-02-23 15:11:32 -0800,Connecticut,Central Time (US & Canada)
3135,569501556275605506,positive,Delta,,GreenkidspenWRA,,0,done thank you,,2015-02-22 06:18:46 -0800,Grimsby - UK,
3136,568911270566608896,negative,US Airways,,CraigHall19701,,0,yep check it and my gmail promotion folder regularly,,2015-02-20 15:13:11 -0800,Delaware,Eastern Time (US & Canada)
3137,568464940367007744,positive,Southwest,,VictoriaJacobs,,0,amazing c s today by sw thank you so very much this is the reason we fly you southwest,,2015-02-19 09:39:38 -0800,Barrie | Ontario | Canada,Eastern Time (US & Canada)
3138,568058146729668608,positive,Southwest,,luvthispayne,,0,thank you for your time,,2015-02-18 06:43:10 -0800,Somewhere over the rainbow.,Atlantic Time (Canada)
3139,568228124263124992,positive,United,,john_escreet,,0,yes lhrt lounge is fantastic if only the u one could be remotely similar,,2015-02-18 17:58:36 -0800,New York,Eastern Time (US & Canada)
3140,570245656972894208,neutral,Southwest,,skiiim21,,0,is there a resource to check delay cancelled flightlations out of love field flying out tomorrow am and stressed about weather,,2015-02-24 07:35:33 -0800,Dallas ,Central Time (US & Canada)
3141,567886909516685312,negative,United,,JennRanft,,0,flight unfortunately this is not an isolate flightd incident i have not waited le than min in year,,2015-02-17 19:22:44 -0800,,
3142,569965376186019840,neutral,Southwest,,Felittle,,0,watching plane do their thing http tco iitojhuikh,,2015-02-23 13:01:49 -0800,"Boston, MA",Pacific Time (US & Canada)
3143,568983569563033600,positive,United,,abhirajan,,0,kept me watching the safety video for the first time in forever nice job,,2015-02-20 20:00:28 -0800,The abyss ,Arizona
3144,569746612433629184,negative,US Airways,,patrickcota5,,0,now you horrible people say you have no where for her to sleep,,2015-02-22 22:32:32 -0800,,
3145,568434328943915009,positive,Southwest,,32432tee,,0,hi guy good morning how are you doing,,2015-02-19 07:37:59 -0800,pittsburgh pa,Eastern Time (US & Canada)
3146,569319239900725248,negative,United,,StephanieCarvin,,0,it wa eventually explained that weather condition too extreme to get luggage off plane will be sent on but i will not be for day,,2015-02-21 18:14:18 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
3147,569475245708419072,neutral,United,,meigheyburn,,0,is it on a flight now thanks for reply,,2015-02-22 04:34:13 -0800,"Akron, Ohio",Eastern Time (US & Canada)
3148,569952984257294336,positive,American,,DigitalEdMom,,0,thanks for asking on second plane after maintenance issue for flight from ord to lit sitting at gate in very very warm plane,,2015-02-23 12:12:35 -0800,Wisconsin,Central Time (US & Canada)
3149,567878205157281793,negative,Southwest,,TStorm_Warning,,0,i appreciate that and not to be rude but it doe not solve much you should at least cover the cost of stolen good,,2015-02-17 18:48:09 -0800,"Austin, TX",Central Time (US & Canada)
3150,567773611591626752,neutral,Southwest,,DebMoshier,,0,thank you the email about rr pt amp how to gain more wa not clear so all of mine r gone anything you can do is appreciated,,2015-02-17 11:52:32 -0800,,
3151,570276843812732928,positive,Delta,,Sanr1ck,,0,would not mind paying for the snack but no for tix great job guy,,2015-02-24 09:39:29 -0800,US,Eastern Time (US & Canada)
3152,568069437506641920,negative,Southwest,,MsPersia,,0,i want to file a formal complaint against a disgruntled employee laguardia who ruined mltple people travel plan yesterday,,2015-02-18 07:28:02 -0800,San Francisco,Pacific Time (US & Canada)
3153,569638919131627522,negative,American,,rhowltx,,0,aa min for priority bag to arrive now late flight for evening plan delta min bag guarantee anyone,,2015-02-22 15:24:36 -0800,,
3154,569663577226915840,negative,American,,WishUpon_26,,0,i have tried getting help from agent the phone twitter and fb can no one at american airline help me,,2015-02-22 17:02:35 -0800,KY,Eastern Time (US & Canada)
3155,569555929798217730,negative,US Airways,,mwkriv,,0,overload small plane with extra baggage and then ha to take them off poor execution minute delay,"[35.22358885, -80.95061712]",2015-02-22 09:54:50 -0800,,Quito
3156,569531924219191296,negative,Delta,,karaklenk,,0,it is been hour why have you not sent the plane from the hangar for flight at jfk this is absolutely ridiculous,,2015-02-22 08:19:26 -0800,New York,Eastern Time (US & Canada)
3157,568438162369822720,negative,Delta,,HisBoots,,0,omg bored amp read through this convo seems like jetblue is on point,,2015-02-19 07:53:13 -0800,Live Free or Die ,Eastern Time (US & Canada)
3158,568818427579793409,negative,Southwest,,Megs701,,0,you could be a little more accommodating with extending my flight creditwhats extra daysnotahappytraveler,,2015-02-20 09:04:15 -0800,,
3159,569868115481395201,negative,American,,LeLeValentine,,0,how come no one ha answered my call or email,,2015-02-23 06:35:21 -0800,Youtube | crackedchinacup,Quito
3160,567807014388154368,negative,Delta,,bmk266,,0,tried calling multiple time i just wait and when it finally connects i get hung up on,,2015-02-17 14:05:16 -0800,,Quito
3161,569621598849748993,negative,United,,no_patients,,0,out of jackson wyoming delayed by no pilot full toilet deplaned ndary to mechanical fail cancelled flightled flight pending,,2015-02-22 14:15:46 -0800,,
3162,569769606761439232,negative,American,,Mwoodshop,,0,just landed hour late flight and now we need to wait twenty more minute for a gate i have patience but none for incompetence,,2015-02-23 00:03:54 -0800,Jerz,Eastern Time (US & Canada)
3163,568591324737200128,negative,US Airways,,gagan_chahal,,0,minute on hold waiting to speak with an agent come on usairways ridiculous baggagelost usairways,,2015-02-19 18:01:50 -0800,Canada,
3164,568822571875098624,negative,US Airways,,tannapistolis,,0,i just want to find my bag so i will not have to go through the hassle of trying to claim what wa in my suitcase usairwaysfail,,2015-02-20 09:20:44 -0800,,Eastern Time (US & Canada)
3165,569608733321498627,positive,American,,JuliaWallClarke,,0,appreciate update have also appreciated our pilot effort to explain to u just now accurate authoritative comms is vital,"[40.6474324, -73.7936881]",2015-02-22 13:24:39 -0800,UK / Canada / etc,Atlantic Time (Canada)
3166,569273451564785664,negative,United,,carolinepqrst,,0,i keep getting kicked to an error message when trying to purchase a flight on http tco pnwjfps have tried at least x,,2015-02-21 15:12:22 -0800,"Austin, TX",
3167,569632584424153088,negative,American,,rakugojon,,0,i am not sure if i am rebooked now in a line at airport trying to work it out the earlier i can get to sfo the better,,2015-02-22 14:59:26 -0800,San Francisco,London
3168,569357127040540673,negative,Southwest,,enzo_the_baker,,0,i wa on hold for over hour and my call got disconnected thanks a lot,,2015-02-21 20:44:51 -0800,,Eastern Time (US & Canada)
3169,570043820278050817,negative,United,,xRaeCatherine,,0,he need to get to home the th they are telling him it will be the th night is there compensation or anything that can be done,,2015-02-23 18:13:32 -0800,,
3170,567737909072367616,positive,Delta,,thegayngler,,0,seems very likely,,2015-02-17 09:30:40 -0800,"NY, NY",Atlantic Time (Canada)
3171,569915576862183425,negative,United,,docmartin_10,,0,only thing confusing me is why i lost priority boarding i am a mileage plus card member,,2015-02-23 09:43:56 -0800,"Fort Wayne, Indiana",Eastern Time (US & Canada)
3172,568535948042104832,positive,Southwest,,WeebDaCat,,0,ok gotcha,,2015-02-19 14:21:47 -0800,Calgary AB Canada,Mountain Time (US & Canada)
3173,568862460519813120,negative,Southwest,,SantowDan,,0,wa going for the weekend for friend birthday so no point in reflight booking problem,,2015-02-20 11:59:14 -0800,Chicago,Mountain Time (US & Canada)
3174,568536883199746048,neutral,Southwest,,PLLMyObsessionn,,0,yes please,,2015-02-19 14:25:30 -0800,We know all so follow -A,
3175,569574973662232576,neutral,Virgin America,,Osiris91780,,0,is flight out of lga to dfw on time,,2015-02-22 11:10:30 -0800,,
3176,569598915722518528,negative,US Airways,,jadedhippie09,,0,i have nothing but issue when i fly w you what is up w that travel vacation awful,,2015-02-22 12:45:38 -0800,,
3177,568910220644237312,negative,United,,fambai,,0,this delay of flight ua ha been painful i sure hope it doe not because me or my luggage to miss my ua flight to new delhi,,2015-02-20 15:09:01 -0800,the nation's capital,Eastern Time (US & Canada)
3178,568341364951388160,negative,US Airways,,LE2BIGDAVE,,0,this ha been the worst trip with little to no customer service,,2015-02-19 01:28:35 -0800,where ever i lay my hat,London
3179,569659646916440065,positive,US Airways,,BillyNealis,,0,thank you for a couple of easy hassle free flight today professional and friendly staff made everything easy,,2015-02-22 16:46:58 -0800,,Quito
3180,569948131397410816,neutral,Delta,,_LadyCEO_,,0,our fleet on fleek http tco ghjbpgg why,,2015-02-23 11:53:18 -0800,FL Girl ✈️ DC Livin,Central Time (US & Canada)
3181,568977167410802688,negative,US Airways,,stephenrodrick,,0,website will not let me change online even though airline issued travel advisory now on hold for minute help,,2015-02-20 19:35:02 -0800,,Arizona
3182,568785504004497408,positive,US Airways,,rzlevinson,,0,big thanks to yvonne anthony from the chairman desk top tier customer service today outstanding service amp support,,2015-02-20 06:53:26 -0800,,
3183,569615753885970432,negative,Delta,,BernardLeCroix,,0,you also promised to change my wife name on the account and it is also not done wtf,,2015-02-22 13:52:33 -0800,"Providence, RI",Eastern Time (US & Canada)
3184,567919531068391425,neutral,US Airways,,sethdpowers,,0,thank you,,2015-02-17 21:32:22 -0800,,
3185,568611413687603200,negative,United,,SupaZ22,,0,i missed it set up in a hotel flight delayed in sfo for hour missing all the wedding festivity of my friend,"[37.6208766, -122.3867929]",2015-02-19 19:21:39 -0800,"Chicago, Illinois.",Eastern Time (US & Canada)
3186,570060997907447810,negative,United,,CharlieGMoney,,0,after our unscheduled refueling stop and missing connecting flight we r home n looking ward to our bed and a big pb ampj sandwich,"[41.98191311, -87.80888924]",2015-02-23 19:21:47 -0800,"Chicago, IL",
3187,567927503718731777,negative,United,,jamescmcpherson,,0,wtf is your username and or email addr signin still unavailable been trying to login since sunday,,2015-02-17 22:04:03 -0800,Brisbane,Brisbane
3188,569952945028108288,negative,American,,DanJWillis,,0,hey ho it not me losing any money only you just next make sure you stick to the flyer right booklet,,2015-02-23 12:12:25 -0800,my top secret gaming facility,Casablanca
3189,569338441172983809,negative,United,,MattySags,,0,please get me off this plane ua,,2015-02-21 19:30:36 -0800,"New York, NY",
3190,569257540023951360,negative,United,,gorgeousjack,,0,we are sitting on the runway for hour it is ridiculous,,2015-02-21 14:09:08 -0800,GORGEOUS UNIVERSE,Quito
3191,569708139517480960,negative,US Airways,,Chudokab,,0,i made a reservation online but i did not receive any confirmation email my bank said the transaction went through can you help,,2015-02-22 19:59:39 -0800,,
3192,569697728890056704,neutral,Delta,,kbosspotter,,0,pretty sure he is saying ricoh had great service down at bos happytohelp,,2015-02-22 19:18:17 -0800,Logan International Airport,Atlantic Time (Canada)
3193,569741854565998593,negative,American,,Jimgotkp,,0,err hour wait time for the exec plat line,,2015-02-22 22:13:38 -0800,SEA,Indiana (East)
3194,569978876861902848,negative,Southwest,,portal_narlish,,0,ruined my sunday hour of delay out of dia now my bag are at the wrong airport to deliver them insult to injury,,2015-02-23 13:55:28 -0800,"San Francisco, CA",
3195,569689096882425857,negative,United,,sandyrojasstory,,0,why is it that sunday when my husband travel to chicago he is stuck at tarmac amp miss connecting flight always,,2015-02-22 18:43:59 -0800,,
3196,567834881939546113,neutral,US Airways,,mttdprkr,,0,how long is that flight http tco bcwckwtnle,,2015-02-17 15:56:00 -0800,"Vancouver, WA",Pacific Time (US & Canada)
3197,570212050548461568,negative,American,,dwjudson,,0,she seems a little preoccupied that is why i am bringing it to your attention i am just flagging an issue a an observer,,2015-02-24 05:22:01 -0800,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
3198,569842929860263936,negative,American,,teague_ryan,,0,called last night after hr got call back can i get a one day pas to admiral club i am going to be spending hr in dfw,,2015-02-23 04:55:16 -0800,Southern California,
3199,569156387789361153,negative,United,,JimRessler,,1,just had the worst customer service experience ever on united airline,,2015-02-21 07:27:11 -0800,nyc,Quito
3200,570230527032229889,negative,US Airways,,HRKatWrangler,,0,your policy need a serious revision for baby fortunately i have choice and choose from here on out,,2015-02-24 06:35:26 -0800,"Hudson Valley, NY",Atlantic Time (Canada)
3201,569537388986421249,positive,Delta,,nancyberman_,,0,she helped me with my problem so easily and wa so nice you guy rock,,2015-02-22 08:41:09 -0800,• PSU '19 • faith • ,Eastern Time (US & Canada)
3202,569675799122591746,negative,American,,PhotosBySharon,,0,to add i have to get up to go to work tomorrow am i do not like having to wait up until or late flightr c suck,,2015-02-22 17:51:09 -0800,Massachusetts,Quito
3203,569936496284663809,negative,United,,docmartin_10,,0,the one who suffer i understand delay i do not understand trying speed up a process that ha been delay to this extent,,2015-02-23 11:07:04 -0800,"Fort Wayne, Indiana",Eastern Time (US & Canada)
3204,569977887136342016,negative,American,,FunNateofPMG,,0,can lie to you about where your lost bag is but we are suppose to trust them with our life thousand of foot in the air,,2015-02-23 13:51:32 -0800,,Quito
3205,567715917983776772,negative,Southwest,,sahandmirza,,0,been on hold for gt minute about my cancelled flightled flight still not talked to anyone and flight is soon what give,,2015-02-17 08:03:17 -0800,"San Francisco, CA",
3206,570085896319401984,positive,American,,csckirk,,0,thank you,,2015-02-23 21:00:44 -0800,North Texas,Central Time (US & Canada)
3207,569885774386044930,neutral,American,,Brittany1golf,,0,thank you,,2015-02-23 07:45:31 -0800,,Eastern Time (US & Canada)
3208,567748702781992960,negative,Southwest,,LedPinkCloudz,,0,worst customer service terrible attitude i do not care how big a storm your employee need an attitude adjustment,,2015-02-17 10:13:33 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
3209,570175669096882176,negative,United,,sothenbethsaid,,0,i had not filed a refund claim a i wa told there wa no charge by your dm this is disputed by my bank hence why i would like,,2015-02-24 02:57:27 -0800,Nottingham,London
3210,569894963665707010,negative,American,,weezerandburnie,,0,she tried they are not doing anything said they would talk to stewardess about serving drunk drink how doe that help,,2015-02-23 08:22:02 -0800,Belle MO,
3211,568988032067616768,neutral,United,,danahajek,,0,it available online i just can not figure out how to do it to guarantee same flight,,2015-02-20 20:18:12 -0800,chicago IL,Central Time (US & Canada)
3212,569954824265076737,neutral,Delta,,OhGreat_Aldana,,0,our fleet on fleek http tco padcjxlzl cmon fam just no ok,,2015-02-23 12:19:54 -0800,,Eastern Time (US & Canada)
3213,569176543236399104,negative,US Airways,,observepeople,,0,i just learned that although there is travel policy and they waive the change fee you will still be charged a reservation fee,,2015-02-21 08:47:17 -0800,,Eastern Time (US & Canada)
3214,569017194564096000,negative,Southwest,,SullyofAmes,,0,i lost my luggage my birthday wish is to find my luggage,,2015-02-20 22:14:05 -0800,Iowa State University ,
3215,568093497431101440,neutral,Southwest,,thaterikperson,,0,i have a flight to vega coming up soon but have not received any drink ticket late flightly can you help me out,"[0.0, 0.0]",2015-02-18 09:03:39 -0800,"Austin, TX",Central Time (US & Canada)
3216,569489114707431424,negative,Delta,,betorides,,0,i travel for business twice a week and after the fiasco i will be flying blue more often thanks,,2015-02-22 05:29:20 -0800,,Quito
3217,568127152450871296,negative,United,,syndscu,,0,how can i trust united with future flight booking problem when a confirmed ticketed and purchased ticket is cancelled flightled after the fact,,2015-02-18 11:17:23 -0800,,
3218,569165556722503681,positive,Southwest,,GoKebo,,0,finally through thx,,2015-02-21 08:03:37 -0800,,Mountain Time (US & Canada)
3219,568099620456423424,negative,United,,OMGreller,,0,and not to pile on but it is time to update your in flight tv package http tco lugmfvwsa,,2015-02-18 09:27:58 -0800,on my iPhone,
3220,570256852166029312,neutral,American,,Bishop71Bishop,,0,do you still use dc,,2015-02-24 08:20:03 -0800,,
3221,568087284483928064,negative,US Airways,,RAEtnyre,,0,last time i checked a bag they were severally damaged no one answer the baggage call line for status chairmanlove,,2015-02-18 08:38:57 -0800,,Arizona
3222,567865044580638720,negative,US Airways,,willary,,1,i have been sitting in the charlotte airport for hour waited for crew and now maintenance neveragain,"[35.22347122, -80.94043272]",2015-02-17 17:55:51 -0800,"Washington, D.C.",Eastern Time (US & Canada)
3223,568901675903119360,negative,United,,ThePappaShacks,,0,can not beat the storm out of town if you wait to issue the policy until too late flight nw issued storm warning already,,2015-02-20 14:35:03 -0800,Denver,
3224,569441937826164736,negative,United,,jaykirell,,0,if he need assistance do you expect him to go on a scooby doo tour of terminal until he find his stuff,,2015-02-22 02:21:52 -0800,"Long Island, NY",Eastern Time (US & Canada)
3225,569924201559293952,positive,United,,2cJustice4all,,0,outsource it all united airlinesyour customer are just loving you for it outsource outsource outsource,,2015-02-23 10:18:12 -0800,Chicago Illinois Crime.Inc,Central Time (US & Canada)
3226,568298773941755904,negative,US Airways,,ncuccia,,0,testing my patience this evening or shall i say morning we waited an hour at the gate for you to find a gate agent am,,2015-02-18 22:39:20 -0800,,Quito
3227,570124596180955136,neutral,Virgin America,,TenantsUpstairs,,0,lax to ewr middle seat on a red eye such a noob maneuver sendambien andchexmix,"[33.94540417, -118.4062472]",2015-02-23 23:34:30 -0800,Brooklyn,Atlantic Time (Canada)
3228,570175202807586816,negative,United,,sothenbethsaid,,0,hence why i have been asking for the customer service phone number so i can speak to a real person to get this sorted out,,2015-02-24 02:55:36 -0800,Nottingham,London
3229,568757775205056512,negative,Delta,,TyrellJourdanA,,1,you said min to take off and now we were told hr more delay amp possible cancelled flightlation how do you plan to rectify this frustrated,,2015-02-20 05:03:15 -0800,The Eastside of the Far Side,Eastern Time (US & Canada)
3230,569641805073031168,negative,United,,DanVidayo,,0,yes wa trying to upgrade my seat now there are no available spot,,2015-02-22 15:36:04 -0800,Earth,Indiana (East)
3231,567761297879646208,negative,Southwest,,Foxycleo13,,0,i have had on an airline everyone else ha been great but she soured the whole experience for me hope she is not there next time,,2015-02-17 11:03:36 -0800,"Memphis, TN",Central Time (US & Canada)
3232,569667324879511552,positive,Southwest,,CommDocPA,,0,that would be brighter than all the star combined on the red carpet tonight,,2015-02-22 17:17:28 -0800,,Eastern Time (US & Canada)
3233,569248672606597121,negative,US Airways,,karsonbobbi,,0,already did i travel for a living no help at all that it will take week for any repair and i have to pay to ship to tx,,2015-02-21 13:33:54 -0800,"Knoxville, TN",Indiana (East)
3234,569908781720702976,negative,US Airways,,lulainlife,,0,i am unable to check in for flight bos dca and have not heard if flight wa cancelled flighted rescheduled any update,,2015-02-23 09:16:56 -0800,"Washington, DC",Eastern Time (US & Canada)
3235,570018285544206337,negative,American,,sammi2943,,1,misplaced my bag hr ago and can not tell me where it is i have lost of stuff americanairlines unamericanairlines,,2015-02-23 16:32:04 -0800,,
3236,569646144805953536,negative,American,,SilverStim,,0,i even went to ticket counter and got no help,,2015-02-22 15:53:19 -0800,,
3237,570021329065394176,negative,American,,FunNateofPMG,,0,do not send me a tweet to cover your social medium complaint how about sending me a message with a way to resolve custserv,,2015-02-23 16:44:09 -0800,,Quito
3238,570309345281486848,positive,Delta,,jaxbra,,0,yesterday on my way from ewr to fll just after take off wheelsup jetbluesofly http tco xkiykqj,,2015-02-24 11:48:38 -0800,"east brunswick, nj",Atlantic Time (Canada)
3239,569252439548952576,negative,US Airways,,OthalieGraham,,0,cancelled flighted flight due to weather no problem but wait for luggage for hour it must be delivered,"[39.90000449, -75.20693516]",2015-02-21 13:48:52 -0800,,
3240,569603991551782913,positive,American,,HybridMovementC,,0,mad love http tco ojrsdwpkk nyc,,2015-02-22 13:05:48 -0800,"everywhere, all the time.",
3241,567866511626346496,negative,Southwest,,joycarmody,,0,not very helpful trying to get out of nashvilleshould waive change fee for,,2015-02-17 18:01:41 -0800,Tampa,
3242,567877584341479424,negative,United,,sarahkorich,,0,then why do you bother responding your customer service is the worst never using you guy again,,2015-02-17 18:45:41 -0800,SLC | LA ,Pacific Time (US & Canada)
3243,567905220828606466,neutral,Delta,,bekiweki,,0,that is pretty nice are flight credit automatically given after the flight i also wish there were a lounge i could sleep in,,2015-02-17 20:35:30 -0800,"Provo, UT",Central Time (US & Canada)
3244,569681774307123200,negative,American,,jameswester,,0,it is not your agent it is your voice activated system that is not working right and no email on cancelled flightlation lot of problem,,2015-02-22 18:14:53 -0800,DFW,Central Time (US & Canada)
3245,568544199072735232,negative,US Airways,,TimJCarey,,0,pure anarchy on flight to slc people walking in with nothing packed in bag with arm full of stuff getittogether,,2015-02-19 14:54:34 -0800,DC,Central Time (US & Canada)
3246,569189285334618112,positive,United,,DaRenton,,0,thank you for the help,,2015-02-21 09:37:55 -0800,Colorado,Mountain Time (US & Canada)
3247,569236960528756737,negative,Delta,,T5Sparrow,,0,cough awkward,,2015-02-21 12:47:21 -0800,JetBlue T5 at JFK,
3248,569718205524127745,positive,Delta,,cwolicki,,0,thank you for getting me home and despite all odds i have reunited with my delinquent southwest luggage now homeward,,2015-02-22 20:39:39 -0800,Boston,Eastern Time (US & Canada)
3249,569538770808266754,negative,United,,greghm88,,0,so found anything or just showing off you do realise that the morning flight that you cancelled flightled wa more pricey than the evening,,2015-02-22 08:46:39 -0800,London,
3250,570277278627848192,negative,Delta,,BethRunsDisney,,0,is there an issue with your website and logging on app too i know i am entering info correctly but can not sign in,,2015-02-24 09:41:13 -0800,NYC,Eastern Time (US & Canada)
3251,570282333892251648,positive,Southwest,,kelsey_rae2011,,0,tv stream mean i get to spend my flight watching and woman world cup final throwback bestflightever,,2015-02-24 10:01:18 -0800,,
3252,568100858954522625,negative,United,,harris,,0,designed to deter people from forgetting thing or to provide more storage space the article say the latter unfriendlyskies,,2015-02-18 09:32:54 -0800,NYC,Eastern Time (US & Canada)
3253,568894795294363648,negative,US Airways,,TimAtConservis,,0,i am trying to request missed mileage and it keep saying it can not my flight from then it say call the number,,2015-02-20 14:07:43 -0800,"Asheville, NC",
3254,569496936157487104,negative,United,,betorides,,0,no human contact for mths from cust relation or refund dept if ever a problem do you have human i can talk to,,2015-02-22 06:00:24 -0800,,Quito
3255,570202173172281344,negative,American,,joylauren3,,0,a your flight attendant are an extension of your brand bitchy flight attendant on am flight are not appreciated,,2015-02-24 04:42:46 -0800,"St. Louis, MO",Hawaii
3256,569935135895883776,negative,American,,nic_tudobem,,0,only fluctuated because aa took hr to call me backended up paying extra in u so above statement not true,,2015-02-23 11:01:39 -0800,New York,
3257,568918759664021504,negative,United,,jayw329,,0,roundtrip to london on i think i will fyi that is another k you just lost moneynotspentonunited unfriendlyskies,,2015-02-20 15:42:56 -0800,"New York, NY",Eastern Time (US & Canada)
3258,569230983075115010,negative,Virgin America,,aaronkurlander,,0,i wa really looking forward to my flight can you let me know when it will be rescheduled diehardvirgin,,2015-02-21 12:23:36 -0800,"New York, NY",Eastern Time (US & Canada)
3259,567968123917242369,negative,United,,BeTheBeat,,0,clearly united life in the stone age some people do not need computer make your site better for tablet and phone,,2015-02-18 00:45:27 -0800,Toronto,Central Time (US & Canada)
3260,569641607584206850,negative,United,,tunkuv,,0,i think not i am not flying you again if i can help it,,2015-02-22 15:35:17 -0800,New York,Eastern Time (US & Canada)
3261,569669381128654848,negative,American,,otisday,,0,not a valid response in for a multinational corp whose profit are measured in billion stop understaffing,,2015-02-22 17:25:39 -0800,Pekin,Eastern Time (US & Canada)
3262,569644249337110528,negative,US Airways,,dailydebs,,0,really hr delay in virgin island and not even a food voucher,,2015-02-22 15:45:47 -0800,Indiana!,
3263,570008005774860289,neutral,Delta,,LethalHuxtable,,0,alright someone ha to stop this rt our fleet on fleek http tco lchvjolidg,,2015-02-23 15:51:13 -0800,サマセット、ニュージャージー州,Eastern Time (US & Canada)
3264,568587181264146432,negative,United,,BlessedByACohen,,0,gate change in minute for flight to roanoke and flight to sou fall in ofhare painful,,2015-02-19 17:45:22 -0800,Los Angeles,Pacific Time (US & Canada)
3265,568140329821577217,neutral,Delta,,Gailliag,,0,thanks for the fb message telling me i will have to wait between day i am waiting,,2015-02-18 12:09:44 -0800,,Central Time (US & Canada)
3266,569947514633191424,negative,Delta,,Austin_C_Lewis,,0,stop this our fleet on fleek http tco aczwmuoon,"[34.09548421, -81.20955847]",2015-02-23 11:50:51 -0800,"Columbia, SC",Eastern Time (US & Canada)
3267,568932998051016704,positive,Delta,,greggweiss,,0,i dmd my confirmation code thanks again for your help mommy daddy and kid appreciate it,,2015-02-20 16:39:31 -0800,"Hastings on Hudson, NY",Eastern Time (US & Canada)
3268,569715563385085952,positive,United,,CDNTravelGuy,,0,will do thanks for the help cheer,,2015-02-22 20:29:09 -0800,Toronto Area,Eastern Time (US & Canada)
3269,567924107183915009,positive,United,,kristaal4,,0,you guy have such big heart keep up the good work,,2015-02-17 21:50:33 -0800,,
3270,569940980809342976,negative,American,,kayliemj,,0,on hold since am when no one can get to the airport cancelled flight flight do not make u pay huge fee to change flight,,2015-02-23 11:24:53 -0800,"Seattle, WA",Pacific Time (US & Canada)
3271,567821839784939520,positive,Delta,,TSAmedia_RossF,,0,always happy to help,,2015-02-17 15:04:10 -0800,"Washington, D.C.",Eastern Time (US & Canada)
3272,569504786879528962,negative,United,,szymanski_t,,0,minute plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable,,2015-02-22 06:31:36 -0800,,Eastern Time (US & Canada)
3273,569253382898126850,negative,United,,TimBouhour,,0,ha me stranded weather not to blame hr hold to speak to an agent that doe not understand the concept of time zone thanks,,2015-02-21 13:52:37 -0800,"Raleigh, NC",
3274,568781140217049088,neutral,Delta,,JetBlueNews,,0,s ceo battle to appease passenger and wall street waterbury republican american http tco ofpfvqpoy,,2015-02-20 06:36:05 -0800,USA,Sydney
3275,568633680605945856,negative,US Airways,,masonkesner,,0,ill do that in addition to reviewing on my blog your agent were pleasant but the experience wa le than,"[0.0, 0.0]",2015-02-19 20:50:08 -0800,"Arkansas, USA",Central Time (US & Canada)
3276,570276434763128833,negative,American,,StefanNiemczyk,,0,but what i can always rely on when i fly usair or american is that employee will be rude and unhappy,,2015-02-24 09:37:51 -0800,,Arizona
3277,569675608969465856,negative,American,,drguzman,,0,approaching three hour sitting in the plane on the ground at dfw on americanairlines flight oscar performance,,2015-02-22 17:50:23 -0800,"Springfield, Illinois",Central Time (US & Canada)
3278,568979232786939904,positive,US Airways,,iamchristine_d,,0,kudos to robin at lost found for reuniting me w my ipad she wa delightful to work with,,2015-02-20 19:43:14 -0800,"Ptown, VA",Eastern Time (US & Canada)
3279,569532667869335554,negative,US Airways,,Dalts81,,0,maybe if there wa anyone answering the phone they would please call back late flightrfor hour not good enough,,2015-02-22 08:22:24 -0800,Blackpool,London
3280,568503322828783617,neutral,United,,neecolelong,,0,please reroute oregon woman tennis to santa barbara there is supposedly another connection from la,,2015-02-19 12:12:09 -0800,Dallas/Eugene,Eastern Time (US & Canada)
3281,568889828588331009,neutral,Delta,,KatieKane84,,0,i am flying your airline just out of lga,,2015-02-20 13:47:59 -0800,brooklyn ,Quito
3282,570301670892146688,neutral,United,,karenmcgregor86,,0,flying gla mco in a few week how long do we have to be at airport for before departure for both international and domestic ta,,2015-02-24 11:18:08 -0800,"Kilmarnock, now Edinburgh. ",Edinburgh
3283,568534107875119105,negative,United,,MSLspeaks,,0,i just want to contact someone with a question amp not be put on hold for minute in order to be hung up on or sent to the pet line,,2015-02-19 14:14:28 -0800,"New York, NY",Eastern Time (US & Canada)
3284,569601913832022016,negative,US Airways,,MeganMmcginnis,,0,ill never fly you again due to the emotional amp financial stress you have caused me because of one of your staff member error,,2015-02-22 12:57:33 -0800,,
